code,value
FRM,362253.0
FRM0,362253.0
FRM01,172854.0
FRM02,189399.0
FRY,2304053.0
FRY1,413791.0
FRY10,413791.0
FRY2,359419.0
FRY20,359419.0
FRY3,297455.0
FRY30,297455.0
FRY4,904180.0
FRY40,904180.0
FRY5,329208.0
FRY50,329208.0
HR,3874350.0
HR0,3874350.0
HR02,982159.0
HR021,98266.0
HR022,67221.0
HR023,60594.0
HR024,125978.0
HR025,249734.0
HR026,136797.0
HR027,109561.0
HR028,134008.0
HR03,1322482.0
HR031,265990.0
HR032,43200.0
HR033,165766.0
HR034,95898.0
HR035,430526.0
HR036,204709.0
HR037,116393.0
HR05,777359.0
HR050,777359.0
HR06,792350.0
HR061,105003.0
HR062,158860.0
HR063,99203.0
HR064,119320.0
HR065,309964.0
HU,9539502.0
HU1,3021343.0
HU11,1685209.0
HU110,1685209.0
HU12,1336134.0
HU120,1336134.0
HU2,2871756.0
HU21,1051169.0
HU211,418562.0
HU212,299262.0
HU213,333345.0
HU22,974617.0
HU221,471648.0
HU222,245598.0
HU223,257371.0
HU23,845970.0
HU231,351158.0
HU232,290245.0
HU233,204567.0
HU3,3646403.0
HU31,1072232.0
HU311,610927.0
HU312,282490.0
HU313,178815.0
HU32,1390406.0
HU321,520129.0
HU322,349726.0
HU323,520551.0
HU33,1183765.0
HU331,488547.0
HU332,307112.0
HU333,388106.0
IE,5440278.0
IE0,5440278.0
IE04,958925.0
IE041,441940.0
IE042,516985.0
IE05,1805942.0
IE051,540371.0
IE052,485195.0
IE053,780376.0
IE06,2675411.0
IE061,1556255.0
IE062,787287.0
IE063,331869.0
IS,389444.0
IS0,389444.0
IS00,389444.0
IS001,249054.0
IS002,140390.0
IT,58943464.0
ITC,15918461.0
ITC1,4251868.0
ITC11,2204276.0
ITC12,165910.0
ITC13,168328.0
ITC14,153283.0
ITC15,364140.0
ITC16,581526.0
ITC17,207203.0
ITC18,407202.0
ITC2,122532.0
ITC20,122532.0
ITC3,1510143.0
ITC31,209348.0
ITC32,267064.0
ITC33,818812.0
ITC34,214919.0
ITC4,10033918.0
ITC41,882592.0
ITC42,598191.0
ITC43,333747.0
ITC44,179100.0
ITC46,1114780.0
ITC47,1265884.0
ITC48,541949.0
ITC49,230250.0
ITC4A,353923.0
ITC4B,407744.0
ITC4C,3246455.0
ITC4D,879303.0
ITF,13381314.0
ITF1,1269118.0
ITF11,286706.0
ITF12,300049.0
ITF13,311876.0
ITF14,370487.0
ITF2,287814.0
ITF21,78755.0
ITF22,209059.0
ITF3,5582337.0
ITF31,908451.0
ITF32,259809.0
ITF33,2963633.0
ITF34,395072.0
ITF35,1055372.0
ITF4,3877395.0
ITF43,550436.0
ITF44,375567.0
ITF45,764491.0
ITF46,590263.0
ITF47,1219545.0
ITF48,377093.0
ITF5,530004.0
ITF51,340909.0
ITF52,189095.0
ITF6,1834646.0
ITF61,669535.0
ITF62,161898.0
ITF63,339741.0
ITF64,150516.0
ITF65,512956.0
ITG,6349771.0
ITG1,4787390.0
ITG11,411393.0
ITG12,1198738.0
ITG13,596147.0
ITG14,408401.0
ITG15,245421.0
ITG16,152544.0
ITG17,1070169.0
ITG18,321300.0
ITG19,383277.0
ITG2,1562381.0
ITG2D,471957.0
ITG2E,195331.0
ITG2F,417532.0
ITG2G,148005.0
ITG2H,329556.0
ITH,11595006.0
ITH1,539679.0
ITH10,539679.0
ITH2,546573.0
ITH20,546573.0
ITH3,4853472.0
ITH31,928622.0
ITH32,854163.0
ITH33,197708.0
ITH34,879255.0
ITH35,834306.0
ITH36,932284.0
ITH37,227134.0
ITH4,1193284.0
ITH41,310742.0
ITH42,516323.0
ITH43,138427.0
ITH44,227792.0
ITH5,4461998.0
ITH51,286452.0
ITH52,455713.0
ITH53,530740.0
ITH54,708340.0
ITH55,1020193.0
ITH56,339612.0
ITH57,387205.0
ITH58,393367.0
ITH59,340376.0
ITI,11698912.0
ITI1,3657716.0
ITI11,186783.0
ITI12,381390.0
